Order;Sample ID;Sample description;BioProject;Run - SRA;Sequencing techniques;Sequencing paper;Paper also using it;Download;Origin grains;;;
361;TG_ID029_ML_T2_S16;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783454;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
323;TG_ID029_ML_T2_S79;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783455;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
324;TG_ID029_ML_T5_S147;24h every 1-3 day for 17 week ;PRJEB77409;ERR14783456;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
362;TG_ID032_ML_T2_S324;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783459;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
363;TG_ID032_ML_T3_S152;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783460;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
399;TG_ID036_ML_T1_S153;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783464;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
325;TG_ID036_ML_T4_S10;24h every 1-3 day for 13 week ;PRJEB77409;ERR14783465;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
400;TG_ID036_ML_T5_S149;24h every 1-3 day for 17 week ;PRJEB77409;ERR14783466;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
365;TG_ID037_ML_T2_S173;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783473;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
326;TG_ID037_ML_T3_S185;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783474;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
401;TG_ID037_ML_T4_S30;24h every 1-3 day for 13 week ;PRJEB77409;ERR14783475;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
327;TG_ID037_ML_T5_S57;24h every 1-3 day for 17 week ;PRJEB77409;ERR14783476;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
328;TG_ID042_ML_T1_S114;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783483;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
329;TG_ID042_ML_T2_S312;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783484;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
330;TG_ID042_ML_T3_S138;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783485;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
403;TG_ID042_ML_T4_S176;24h every 1-3 day for 13 week ;PRJEB77409;ERR14783486;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
404;TG_ID042_ML_T6_S172;24h every 1-3 day for 21 week ;PRJEB77409;ERR14783487;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
331;TG_ID043_ML_T1_S162;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783492;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
405;TG_ID043_ML_T2_S186;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783493;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
332;TG_ID043_ML_T3_S175;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783494;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
406;TG_ID043_ML_T6_S174;24h every 1-3 day for 21 week ;PRJEB77409;ERR14783495;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
407;TG_ID048_ML_T2_S148;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783500;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
366;TG_ID048_ML_T3_S5;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783501;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
408;TG_ID048_ML_T4_S14;24h every 1-3 day for 13 week ;PRJEB77409;ERR14783502;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
409;TG_ID048_ML_T5_S31;24h every 1-3 day for 17 week ;PRJEB77409;ERR14783503;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
367;TG_ID049_ML_T1_S104;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783509;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
368;TG_ID049_ML_T3_S115;24h every 1-3 day for 9  week ;PRJEB77409;ERR14783510;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
333;TG_ID049_ML_T5_S139;24h every 1-3 day for 17 week ;PRJEB77409;ERR14783511;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
369;TG_ID049_ML_T6_S33;24h every 1-3 day for 21 week ;PRJEB77409;ERR14783512;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
334;TG_ID050_ML_T1_S132;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783519;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
335;TG_ID050_ML_T3_S156;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783521;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
412;TG_ID050_ML_T4_S82;24h every 1-3 day for 13 week ;PRJEB77409;ERR14783522;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
336;TG_ID050_ML_T5_S168;24h every 1-3 day for 17 week ;PRJEB77409;ERR14783523;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
370;TG_ID050_ML_T6_S179;24h every 1-3 day for 21 week ;PRJEB77409;ERR14783524;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
413;TG_ID052_ML_T3_S76;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783530;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
414;TG_ID052_ML_T5_S155;24h every 1-3 day for 17 week ;PRJEB77409;ERR14783532;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
338;TG_ID053_ML_T1_S336;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783538;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
371;TG_ID053_ML_T2_S348;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783539;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
372;TG_ID053_ML_T4_S116;24h every 1-3 day for 13 week ;PRJEB77409;ERR14783541;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
373;TG_ID054_ML_T2_S163;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783549;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
417;TG_ID054_ML_T3_S360;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783550;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
374;TG_ID054_ML_T4_S58;24h every 1-3 day for 13 week ;PRJEB77409;ERR14783551;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
340;TG_ID054_ML_T6_S34;24h every 1-3 day for 21 week ;PRJEB77409;ERR14783553;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
341;TG_ID115_ML_T1_S122;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783783;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
342;TG_ID115_ML_T2_S123;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783784;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
343;TG_ID115_ML_T3_S124;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783785;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
419;TG_ID115_ML_T4_S125;24h every 1-3 day for 13 week ;PRJEB77409;ERR14783786;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
344;TG_ID115_ML_T5_S126;24h every 1-3 day for 17 week ;PRJEB77409;ERR14783787;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
345;TG_ID115_ML_T6_S127;24h every 1-3 day for 21 week ;PRJEB77409;ERR14783788;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
346;TG_ID124_ML_T1_S8;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783792;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
375;TG_ID124_ML_T2_S159;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783793;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
376;TG_ID124_ML_T3_S160;24h every 1-3 day for 9 week ;PRJEB77409;ERR14783794;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
377;TG_ID124_ML_T5_S161;24h every 1-3 day for 17 week ;PRJEB77409;ERR14783795;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
347;TG_ID124_ML_T6_S119;24h every 1-3 day for 21 week ;PRJEB77409;ERR14783796;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
420;TG_ID125_ML_T4_S12;24h every 1-3 day for 13 week ;PRJEB77409;ERR14783802;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
380;TG_LO_T1_ML_0AE_S1;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783805;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
349;TG_LO_T1_ML_0AN_S49;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783806;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
381;TG_SK_T1_ML_0AE_S13;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783809;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
382;TG_SK_T1_ML_0AN_S61;24h every 1-3 day for 1 week ;PRJEB77409;ERR14783810;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
352;TG_SK_T2_ML_0AE_S73;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783811;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
353;TG_SK_T2_ML_0AN_S2;24h every 1-3 day for 5 week ;PRJEB77409;ERR14783812;Illumina NovaSeq 6000, paired-end;https://doi.org/10.21203/rs.3.rs-6104343/v1;na;y;Every Good Thing, UK;;;
308;E_kefir;48;PRJNA704713;SRR13801804;Illumina, NextSeq 500, paired-end;https://doi.org/10.1002/mbo3.1183;na;y;Mexique ;;;
309;C_kefir;48;PRJNA704713;"SRR13801805	";Illumina, NextSeq 500, paired-end;https://doi.org/10.1002/mbo3.1183;na;y;Mexique ;;;
1;K03;48;PRJNA388572;SRR7287342; Illumina HiSeq 2500, paired-end;https://doi.org/10.3390/foods11070900;https://doi.org/10.1016/j.isci.2023.108004;y;Chile;;;
2;K02;48;PRJNA388572;SRR8282406; Illumina HiSeq 4000, paired-end;https://doi.org/10.3390/foods11070900;https://doi.org/10.1016/j.isci.2023.108004;y;Chile;;;
;;;;;;;;;;;;
;;;;;;|;;;;;;
